DATE,LOGRETURN
1,0.1394302536923138
2,-0.1807427595271251
3,0.291826758071798
4,-0.2632736757384223
5,0.16850546443838668
6,0.03321713983879314
7,0.2133961527222792
8,-0.14381317837214652
9,-0.23525575161181897
10,-0.34996380457230225
11,-0.0554444705224005
12,0.09445546371874355
13,0.004687630222704103
14,0.233791358071436
15,0.08653128033477979
16,0.0038360430735523616
17,0.07623884576343036
18,-0.19271426733011682
19,-0.2154889892652463
20,-0.1821358144809435
21,-0.028163984176146743
22,-0.11316228442896989
23,-0.1887579790515386
24,-0.2550981559494217
25,-0.2844820332990491
26,0.12093319476576746
27,0.1612332527697446
28,-0.2703827100654427
29,0.0028813482090517062
30,0.15321717077771582
31,-0.14538560531012698
32,0.08245551399695919
33,0.12722252225629938
34,-0.22430428688545048
35,0.26383405841135993
36,-0.1565693125165941
37,0.1438816559820111
38,-0.13773130730896924
39,0.3624924186854681
40,-0.03793091986687202
41,-0.13720733741493074
42,0.10083492364981177
43,-0.053305187602150486
44,0.15352757585213836
45,-0.10033660450350364
46,0.07124515246688615
47,-0.09155211602821439
48,0.05784514246186289
49,0.0008897313396463389
50,0.17752874040456407
51,0.15130661075899984
52,-0.09348080820924867
53,0.002835530484684392
54,0.04363752943249404
55,0.31479743966555923
56,0.1484691918365185
57,0.33393437976896495
58,0.018546626922998476
59,0.004749940553374092
60,0.022319005148597474
61,0.04806532000711109
62,-0.14029893087706724
63,-0.08893900363887565
64,0.2542124559444993
65,-0.07609634856566404
66,-0.31337946308230147
67,0.3355569796065634
68,-0.21034351837741708
69,0.040887027076064446
70,0.09275669149096073
71,-0.1313028158157351
72,-0.2140316554158299
73,0.16938163594493433
74,-0.006801477690217946
75,0.002377950121672892
76,0.0657262501252511
77,0.08439989214288152
78,0.03401329256520153
79,-0.056404300658518584
80,0.2379617252051709
81,0.1718608214608913
82,-0.03623449783983823
83,0.43163864957546094
84,0.15148107660516183
85,-0.10165410070378741
86,0.11866637258958011
87,0.09046535996503575
88,-0.13578591542125124
89,0.25986460849262805
90,0.350548160730789
91,-0.0560464803772429
92,0.16937533954998535
93,0.00012153593272229653
94,-0.2527170460868172
95,-0.40900158947212556
96,0.18428529007427985
97,0.03808242716581652
98,0.5652352865760698
99,0.3370038633906267
100,-0.16645868876833272
101,-0.032612806136548246
102,-0.35367816406584845
103,0.32020623027722644
104,-0.2435369037609198
105,-0.2171834547565849
106,0.001941418570661924
107,0.049250996860059584
108,0.011037941968886618
109,-0.1676139776777914
110,0.026379772711253073
111,0.26969068791606327
112,-0.07112329697889998
113,0.017073282166638303
114,0.018122798040113523
115,0.1756433730921949
116,0.09393435797963433
117,0.038717420016776125
118,0.0312815635051998
119,0.07839583134994499
120,-0.2220422297545311
121,0.3923751261323851
122,0.025167415757149765
123,-0.19982831388800687
124,-0.2062924648967925
125,0.06972003631463432
126,0.025780597759660052
127,0.022318621930771044
128,0.19031887890713567
129,0.164797259810733
130,0.08287462836142956
131,0.043794270329330885
132,0.0439184624214163
133,-0.4435188657254908
134,-0.26732772779506486
135,-0.08086836174130636
136,-0.1361551357568819
137,0.2000854727780193
138,-0.188333364558012
139,-0.2510359874813326
140,0.12700684766062828
141,-0.14321396860803565
142,-0.31749436691528216
143,-0.17329764953283108
144,0.49597208312990265
145,0.516067366699023
146,-0.13909981057571125
147,-0.29636512691206135
148,0.5749252137194046
149,0.1579609127598987
150,0.05182066420819433
151,-0.744315980022176
152,-0.2084294378565231
153,0.07180469990182628
154,0.2177256650623804
155,0.07378095796262596
156,0.41596773463710063
157,-0.016185798637136935
